8.5357637882377377e+208   +  j * 1.1971603713988988e+109
5.0808145335509134e-197   +  j * 3.5781460249105540e+306
-2.6375675666845892e+59   +  j * -1.8122845501995945e+92
2.6565692357190181e-184   +  j * -1.7654172660571578e-159
-1.5272759323953816e-163   +  j * 2.6914754169370670e+67
-1.0551299524612687e-209   +  j * 4.8188858217311174e-288
-1.8053569373961232e+129   +  j * -2.0457632542386217e+96
-1.8202353504651839e+143   +  j * 5.1392775756034730e-104
2.1045860350390028e-74   +  j * -1.1441844502440738e+194
1.3314577917454261e-211   +  j * -1.9172970702113172e-234
1.4422652102705296e+70   +  j * -1.1608978018509690e-240
2.2929386479597488e+181   +  j * 3.5560670358184089e-210
1.4668476588908966e-269   +  j * -4.0659157163533818e-134
6.4559619152146798e-240   +  j * -9.8765834573940833e-71
2.3314348397691674e-299   +  j * 1.1146006801278861e-144
2.7098966543065832e+23   +  j * -inf
-2.0456940023092437e+05   +  j * -2.1243372579841648e+05
7.9545951065324792e-229   +  j * 3.1218716231990235e-102
2.9792178279208070e+207   +  j * 4.5132709771661089e-192
5.4736276080725643e+215   +  j * -1.5400530024039783e-194
-1.4906007716066952e+36   +  j * -2.1639975581836587e-287
-5.1936364526214130e+293   +  j * -6.3298971083216356e-231
1.5317023090011491e-148   +  j * -1.7640074713825182e-61
2.7703230647190469e-283   +  j * 2.7743536640290580e+205
-6.9222961963063742e+218   +  j * -4.9099194420584000e+266
-3.7897637917934147e-143   +  j * -3.3327768055230517e-225
9.8654392505865125e+71   +  j * 2.6600880101969428e+62
-7.5284335403692062e+61   +  j * -5.2578239771346362e-19
-5.1193841408755590e-286   +  j * -4.8013421102942457e+52
-1.0702238553777864e+252   +  j * 2.6203583941454719e+154
1.9620344642571325e+208   +  j * -3.2725330639247173e-147
1.6369610108939253e-140   +  j * -2.3879875986843565e-165
2.0899725734137207e+52   +  j * -5.8133062275370324e-165
4.6691223006934797e-08   +  j * -9.5618929351982422e+96
4.5854579382947491e+243   +  j * -6.2557009634821270e-254
-1.2207859645006442e+130   +  j * -1.3398517980661806e+141
-1.4362023015607143e+38   +  j * 4.1979941984372423e-144
-5.1494060263866536e-197   +  j * -1.6988244990206799e+288
-2.6299323988386544e+272   +  j * 1.2829618843445807e+171
-5.2090774013772938e-51   +  j * 2.5138817174060238e+230
1.1269853915216785e-260   +  j * 2.2502967156147825e-59
3.3094925500295877e-232   +  j * 2.3675313115945637e-254
8.2587156347477270e-213   +  j * 2.1719102619312706e+252
9.9609359991326901e-233   +  j * -2.2353456431639289e-03
-1.2028046176347796e+133   +  j * 1.6219833361596178e-97
4.7854629985084162e+231   +  j * -4.6498192970994134e+98
1.1423432781879308e-237   +  j * 2.0519421945180882e+204
3.8919380055067190e-02   +  j * 4.1097296859588964e+167
6.6534432320458214e-121   +  j * 1.8598734080964406e+92
2.2633409311214338e+255   +  j * 3.1595790583871880e+214
-5.9326811914108942e-34   +  j * 3.0385225214798156e+296
2.3085637377022343e+189   +  j * 2.5226412283839555e+276
9.4452705976121253e-116   +  j * 1.4702826311597039e-246
-2.6961228132840688e+283   +  j * 8.3739804716709550e-202
-1.6831384619849517e-259   +  j * -6.2138936287165520e-211
2.7499109397952911e+168   +  j * -3.8100392731257518e-218
-3.3196375873942847e-273   +  j * -6.1295770104907968e+41
-5.3261194379519781e+25   +  j * -2.6719177646415421e-86
-5.5095520416143356e+258   +  j * -1.4189267033714003e+43
8.7759240136134957e-61   +  j * 1.5259021868884279e+22
-2.3045854519059605e-289   +  j * -3.2433940655122852e+267
6.9665591759752803e+122   +  j * 3.2298338130156653e-273
6.3467695784810357e-136   +  j * -3.7293890116777200e-44
2.1048102642320898e-218   +  j * 1.8527231257973708e-167
-1.2729769201265680e+242   +  j * -3.5675117796167680e-10
-2.8509558347361792e+105   +  j * 1.7481772333089529e+111
1.1206385972239894e-06   +  j * 1.7847156363507250e+50
1.2919764190286999e+145   +  j * 1.7181452530961454e-251
-4.9716719435895675e-38   +  j * 6.8704172307815117e+47
4.3358079937736108e+274   +  j * 6.0593441698155348e-87
8.5197733552495075e-109   +  j * -7.5685676878847003e+156
-2.7276247487292173e-135   +  j * 5.4194893439996269e+30
5.5749346347429580e+110   +  j * 1.5369591166615655e+96
1.9355386890850442e-236   +  j * 1.3039949707422108e+154
-5.4634937676371273e+181   +  j * -1.5964826620965705e-56
1.0460193500306686e-190   +  j * -1.3944546893570326e+13
-2.8797530553327911e+146   +  j * 4.7006180770804475e+171
-7.3744989487635521e-203   +  j * 1.9372429447639973e+284
7.7944872084760162e-184   +  j * 4.7551098991413481e-218
-1.6560770938515222e-145   +  j * 1.6939257781345390e+16
2.4110720724027956e+296   +  j * -8.6226941819051183e+145
-1.5678563917866805e+239   +  j * -4.7697000797818917e+113
1.3604072287166971e-292   +  j * -7.8973996094316773e-69
-4.6298934609357676e-27   +  j * 1.1897748133637681e+218
6.9230420766242280e-194   +  j * -7.8467585159804294e+131
1.0728097122123368e-34   +  j * 7.9667121340792659e+270
-1.1990689770764167e-163   +  j * 1.5382215780558430e-18
1.0689815443394398e+43   +  j * 4.8330219874577408e+193
3.3772344917757331e+69   +  j * -2.5739046100476747e-189
-1.8352823924387867e-113   +  j * -1.8806815709886021e+147
3.2402270760183100e+81   +  j * -1.2840249180436757e-275
-5.0109557156122939e+64   +  j * -4.4597000161332085e-230
1.0343436356287770e+196   +  j * 1.5519281113649759e+81
-4.2352013181793639e+68   +  j * 5.2510493277806238e+274
-8.3792901290607445e+168   +  j * -5.4977990374594859e-307
-8.1302265204790600e+138   +  j * -1.0024830468343747e-107
-2.1521329348326280e-91   +  j * 4.3992525674530282e-78
1.4450360807515914e+69   +  j * 1.9292292718045417e-263
-1.3800299315857388e-98   +  j * 1.8108134721694659e+219
-1.9239961848269664e+300   +  j * 9.9688006294186025e-215
