8.0693651962763795e+128   +  j * -1.3111185748048322e+221
1.0783037014438425e+148   +  j * -8.7857232762493935e-297
7.3734755518445334e-149   +  j * 2.2945583897361040e+221
-5.6251085304668599e-03   +  j * 3.6724582915241042e+98
1.6415132271958300e-229   +  j * 2.5636780492931476e-37
3.3635981778097463e-68   +  j * 2.4687816279461859e-137
5.7794522336876687e-272   +  j * 1.4236962269189018e+150
-3.9325384285770546e-185   +  j * 1.9513277716630346e-223
4.7339435697517423e-238   +  j * 4.2742368148480678e+213
-1.4513028197165695e-146   +  j * 5.8753036800066095e+243
1.2344909889802957e+191   +  j * 3.3962692112046996e+114
2.9817520841611742e+99   +  j * -9.9510802825193107e-82
8.5649433583490710e+11   +  j * 1.0119144543665121e+246
8.2056194104037139e-199   +  j * 1.5935056862869133e-214
-3.5730531073075463e-306   +  j * 1.1578733480760605e-157
-1.3398701480131803e+08   +  j * 7.1483959364413086e+264
-2.7552087805487949e-179   +  j * -8.8405602994439397e-119
7.0295268544973718e-275   +  j * 5.7518768731464650e+139
5.9974880695163520e-187   +  j * -3.9768654998804997e+111
6.6224643352328598e+213   +  j * -2.1528788593916884e-281
-1.0765725992926170e+209   +  j * 2.2193931180591814e+139
2.1505349699280434e-135   +  j * 2.1631574401461952e+235
-5.5672129974190096e+27   +  j * 1.2373384861360982e+46
1.6871279093401957e-20   +  j * 5.0239114914150405e+40
-4.2065026076142860e+108   +  j * -3.8919627193097272e+119
5.8222965033527980e-164   +  j * 4.9526362639522872e-248
-2.5262653936799119e-106   +  j * -5.2777063774384606e-87
-1.4761664117251789e+273   +  j * -4.5010839377713274e+242
2.9723280640580020e-195   +  j * 1.7480723160543242e+288
2.8881089682390177e-137   +  j * 2.7898970331812630e-179
8.4505689977978518e+89   +  j * 1.3778408933174276e+109
-2.7840290499899964e+143   +  j * -2.3340434238912029e-130
9.4849149193556638e+14   +  j * 3.4393167340990467e+282
1.6887257614736422e-205   +  j * 1.0354889202566510e-219
-8.1131761935962070e+109   +  j * -8.3228060471076505e-36
1.3820443664047912e+59   +  j * 2.0093595232269641e+286
-4.6540255554656907e+99   +  j * 2.2876800542415425e+52
1.5167131347466394e-143   +  j * -1.1766790911023121e+66
3.8724022950648554e-262   +  j * 1.0338854918512024e+155
-2.1233138124375805e-303   +  j * -4.5957702423354297e-07
-5.0529631062920108e-12   +  j * 8.4802657842669309e-286
3.4165662442338332e+61   +  j * -2.4515935875965862e-38
-5.8605179984977109e-29   +  j * 2.8250758618884508e+32
-1.9120080519606595e+239   +  j * 1.6683016228997675e-295
1.1942687396292248e-05   +  j * 2.1278702703195457e-11
-2.5693537294517566e-190   +  j * -2.0907039162115008e+106
-2.7558132879082069e-187   +  j * 1.5791705020629973e-199
-2.8004639442779413e-307   +  j * -4.9882628097430326e+143
7.3495909174565423e-183   +  j * -3.5380175018616826e-34
3.5355217322030087e+158   +  j * 4.2222166087725044e-104
6.1236344074544268e+55   +  j * -5.0707333521111512e-226
1.6428956523856727e-292   +  j * -6.4035253528637405e+221
-7.8768814022127852e+147   +  j * -2.3493796090486756e-61
-3.7562844895230511e+251   +  j * 2.3961133166135056e-154
-3.0200496163171241e+65   +  j * 6.1901765278368724e-81
1.3310918417374801e+300   +  j * -1.1722128853793927e+71
-2.5421479013692955e+194   +  j * -3.7546496715615964e-220
-2.3438073829107029e-14   +  j * -5.6292417329536549e+175
-9.6257874864710819e+73   +  j * -1.3310947031092951e-18
-2.6957748483220991e-153   +  j * 1.1429917142879846e-143
1.1558521651116180e+227   +  j * 2.5627655816429225e-145
3.7509850040067592e+246   +  j * 4.1644847260862053e-51
-1.7218959669236243e+61   +  j * 1.9576461386503772e-206
9.5683908756012651e+238   +  j * 2.9257265671710731e-65
4.1609435338626897e+217   +  j * -3.3906982705268121e-225
1.1422427248499679e+178   +  j * 5.8137425038796110e-130
6.2665603397341315e-106   +  j * -1.6749188620065160e-277
2.5528928374771896e-164   +  j * -6.4470210474025567e+100
-6.1915203153338880e+305   +  j * 6.2103916931575655e-304
4.2766328018355559e-28   +  j * -1.2653884940305600e-290
-7.9333928437290616e-228   +  j * 3.2571694329395199e-182
2.9982211827607504e-263   +  j * 1.4331720858104573e-198
