// Format: {Input_Hex_64}{Expected_Hex_64} // Comment
3FF00000000000003FF0000000000000  // In=1               Out=1               
40000000000000003FE0000000000000  // In=2               Out=0.5             
3FE00000000000004000000000000000  // In=0.5             Out=2               
3FF80000000000003FE5555555555555  // In=1.5             Out=0.666667        
3FFFFFFFFFFFFFFF3FE0000000000001  // In=2               Out=0.5             
3FF00000000000013FEFFFFFFFFFFFFE  // In=1               Out=1               
3FF6A09E667F3BCD3FE6A09E667F3BCC  // In=1.41421         Out=0.707107        
400921FB54442D183FD45F306DC9C883  // In=3.14159         Out=0.31831         
7FF00000000000000000000000000000  // In=inf             Out=0               [Inf -> Zero]
FFF00000000000008000000000000000  // In=-inf            Out=-0              [Inf -> Zero]
00000000000000007FF0000000000000  // In=0               Out=inf             [Zero -> Inf]
8000000000000000FFF0000000000000  // In=-0              Out=-inf            [Zero -> Inf]
7FF80000000000007FF8000000000000  // In=nan             Out=nan             [NaN]
3FFFFFFFFFFFFFFF3FE0000000000001  // In=2               Out=0.5             
3FFAAAAAAAAAAAAA3FE3333333333334  // In=1.66667         Out=0.6             
3FF55555555555553FE8000000000000  // In=1.33333         Out=0.75            
3FF00000000000013FEFFFFFFFFFFFFE  // In=1               Out=1               
00000000000000017FEFFFFFFFFFFFFF  // In=4.94066e-324    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
000FFFFFFFFFFFFF7FEFFFFFFFFFFFFF  // In=2.22507e-308    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
8000000000000001FFEFFFFFFFFFFFFF  // In=-4.94066e-324   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
800FFFFFFFFFFFFFFFEFFFFFFFFFFFFF  // In=-2.22507e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
0008D67B12FFC86F7FEFFFFFFFFFFFFF  // In=1.22905e-308    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
800528829616D9A8FFEFFFFFFFFFFFFF  // In=-7.17342e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
00045314D51ECB247FEFFFFFFFFFFFFF  // In=6.01401e-309    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
800A97E4223FC57AFFEFFFFFFFFFFFFF  // In=-1.47318e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
00025BD81FD3B7D17FEFFFFFFFFFFFFF  // In=3.28027e-309    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
8006EE512FAFCB06FFEFFFFFFFFFFFFF  // In=-9.63864e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
800C6D87F0ABCDDEFFEFFFFFFFFFFFFF  // In=-1.72831e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
0007BD3D6099828D7FEFFFFFFFFFFFFF  // In=1.07627e-308    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
8004DED375B32AB6FFEFFFFFFFFFFFFF  // In=-6.77314e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
8002E5CBA335F269FFEFFFFFFFFFFFFF  // In=-4.02966e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
800DA9B1ED64ACEEFFEFFFFFFFFFFFFF  // In=-1.90006e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
00030C20070E85737FEFFFFFFFFFFFFF  // In=4.23788e-309    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
0000B2F3B46161087FEFFFFFFFFFFFFF  // In=9.72122e-310    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
000E7776BE149BDF7FEFFFFFFFFFFFFF  // In=2.01184e-308    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
800CBBBFF2CFFCEBFFEFFFFFFFFFFFFF  // In=-1.7708e-308    Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
800BE507EFFBCA42FFEFFFFFFFFFFFFF  // In=-1.65416e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
000444BD5C7642357FEFFFFFFFFFFFFF  // In=5.9361e-309     Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
8000DE1A26F0781DFFEFFFFFFFFFFFFF  // In=-1.20653e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
8001152DC297C3B7FFEFFFFFFFFFFFFF  // In=-1.50572e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
8001B83DE34D5D4CFFEFFFFFFFFFFFFF  // In=-2.39153e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
8000C588FC7BA037FFEFFFFFFFFFFFFF  // In=-1.07307e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
8009E4D6ED155E0AFFEFFFFFFFFFFFFF  // In=-1.37592e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
8007C744B6ABBD8FFFEFFFFFFFFFFFFF  // In=-1.08172e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
80063C94867E9723FFEFFFFFFFFFFFFF  // In=-8.67312e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
00000162287472AB7FEFFFFFFFFFFFFF  // In=7.51522e-312    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
000F81AA42B0ACAD7FEFFFFFFFFFFFFF  // In=2.15644e-308    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
8003680698985F0BFFEFFFFFFFFFFFFF  // In=-4.73711e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
0007364BBD0A87A97FEFFFFFFFFFFFFF  // In=1.00296e-308    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
800D690DE0E935D7FFEFFFFFFFFFFFFF  // In=-1.86494e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
800CF603D8F3C68CFFEFFFFFFFFFFFFF  // In=-1.80245e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
800E2F51B466D184FFEFFFFFFFFFFFFF  // In=-1.97264e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
800AAE6705C33A61FFEFFFFFFFFFFFFF  // In=-1.48541e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
000E273B1567825C7FEFFFFFFFFFFFFF  // In=1.96825e-308    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
000D6B05E91599BC7FEFFFFFFFFFFFFF  // In=1.86601e-308    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
00036D06595422AC7FEFFFFFFFFFFFFF  // In=4.76427e-309    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
000070A2828E5CED7FEFFFFFFFFFFFFF  // In=6.11867e-310    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
0009A6F2EDF6DD407FEFFFFFFFFFFFFF  // In=1.3423e-308     Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
800BFFAF3BFD1548FFEFFFFFFFFFFFFF  // In=-1.66863e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
80094A0F84C12706FFEFFFFFFFFFFFFF  // In=-1.29184e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
8003C8CF59452E11FFEFFFFFFFFFFFFF  // In=-5.26288e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
0004A0FBAEAB49B67FEFFFFFFFFFFFFF  // In=6.43719e-309    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
0005611D6C34ACC17FEFFFFFFFFFFFFF  // In=7.48091e-309    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
00026A1598A82B8A7FEFFFFFFFFFFFFF  // In=3.35763e-309    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
8003794727C8A210FFEFFFFFFFFFFFFF  // In=-4.83083e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
800E589854975C2EFFEFFFFFFFFFFFFF  // In=-1.99507e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
800EF3342B649038FFEFFFFFFFFFFFFF  // In=-2.07906e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
0007409CE3AC990A7FEFFFFFFFFFFFFF  // In=1.00857e-308    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
000C667169F7DE487FEFFFFFFFFFFFFF  // In=1.72446e-308    Out=1.79769e+308    [Custom: Input Denorm -> Max Normal]
8008EA6798E2A1C6FFEFFFFFFFFFFFFF  // In=-1.23987e-308   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
800307AC010FE5FFFFEFFFFFFFFFFFFF  // In=-4.21369e-309   Out=-1.79769e+308   [Custom: Input Denorm -> Max Normal]
7FEFFFFFFFFFFFFF0000000000000000  // In=1.79769e+308    Out=0               [Output FTZ Applied]
7FEFFFFFFFFFFFFF0000000000000000  // In=1.79769e+308    Out=0               [Output FTZ Applied]
7FD22F381FB2C8EB0000000000000000  // In=5.10782e+307    Out=0               [Output FTZ Applied]
FFE2A88C6C09CC508000000000000000  // In=-1.04819e+308   Out=-0              [Output FTZ Applied]
FFEE5990B09AE9678000000000000000  // In=-1.70499e+308   Out=-0              [Output FTZ Applied]
FFD4F39FEDD41E318000000000000000  // In=-5.8851e+307    Out=-0              [Output FTZ Applied]
FFEB08E5DC107A2A8000000000000000  // In=-1.51876e+308   Out=-0              [Output FTZ Applied]
7FD0DA5D1179BADD0000000000000000  // In=4.73383e+307    Out=0               [Output FTZ Applied]
7FD5919B68F4D2DE0000000000000000  // In=6.05844e+307    Out=0               [Output FTZ Applied]
FFD420796F4F5BAA8000000000000000  // In=-5.65342e+307   Out=-0              [Output FTZ Applied]
7FE335C1DDC7D3260000000000000000  // In=1.07918e+308    Out=0               [Output FTZ Applied]
7FD8895F4BEB763B0000000000000000  // In=6.89208e+307    Out=0               [Output FTZ Applied]
7FD5AC5F239E62DE0000000000000000  // In=6.08781e+307    Out=0               [Output FTZ Applied]
7FED9400A7EB817B0000000000000000  // In=1.66164e+308    Out=0               [Output FTZ Applied]
FFE4F486837231768000000000000000  // In=-1.17722e+308   Out=-0              [Output FTZ Applied]
FFDB94CB4CA96ECD8000000000000000  // In=-7.74728e+307   Out=-0              [Output FTZ Applied]
FFDA84F64761B1DF8000000000000000  // In=-7.44902e+307   Out=-0              [Output FTZ Applied]
7FD1D1933259961A0000000000000000  // In=5.00507e+307    Out=0               [Output FTZ Applied]
FFDEC561537A4BF08000000000000000  // In=-8.64326e+307   Out=-0              [Output FTZ Applied]
FFEACC565A9B219B8000000000000000  // In=-1.50547e+308   Out=-0              [Output FTZ Applied]
7FEF7C938D9DCC290000000000000000  // In=1.76885e+308    Out=0               [Output FTZ Applied]
FFD0BF339FDC53DF8000000000000000  // In=-4.70402e+307   Out=-0              [Output FTZ Applied]
FFEEC5DEAA57074E8000000000000000  // In=-1.72876e+308   Out=-0              [Output FTZ Applied]
FFD771FC01CDAA8B8000000000000000  // In=-6.58553e+307   Out=-0              [Output FTZ Applied]
FFE8E37FE42CDA158000000000000000  // In=-1.39819e+308   Out=-0              [Output FTZ Applied]
7FD450221510B18D0000000000000000  // In=5.70572e+307    Out=0               [Output FTZ Applied]
FFEA6BF67C529A9E8000000000000000  // In=-1.48432e+308   Out=-0              [Output FTZ Applied]
7FDF608C106CF8FB0000000000000000  // In=8.81351e+307    Out=0               [Output FTZ Applied]
7FD8DB2A20BA73C30000000000000000  // In=6.98182e+307    Out=0               [Output FTZ Applied]
7FEF1FF35020D6C00000000000000000  // In=1.74853e+308    Out=0               [Output FTZ Applied]
FFDE2240E07AF6358000000000000000  // In=-8.46427e+307   Out=-0              [Output FTZ Applied]
FFD7BEB5395F275E8000000000000000  // In=-6.66971e+307   Out=-0              [Output FTZ Applied]
FFEAF7AA93D89C958000000000000000  // In=-1.51497e+308   Out=-0              [Output FTZ Applied]
FFD73ADB47212F118000000000000000  // In=-6.52504e+307   Out=-0              [Output FTZ Applied]
FFE9E47204D862688000000000000000  // In=-1.45458e+308   Out=-0              [Output FTZ Applied]
FFE26F6D7DF21B6C8000000000000000  // In=-1.03565e+308   Out=-0              [Output FTZ Applied]
7FE4DE96B476D6370000000000000000  // In=1.1724e+308     Out=0               [Output FTZ Applied]
FFE2D5AE53B2DF668000000000000000  // In=-1.05809e+308   Out=-0              [Output FTZ Applied]
FFEA0C5FFE491DA78000000000000000  // In=-1.46334e+308   Out=-0              [Output FTZ Applied]
FFE405C968E0A5E88000000000000000  // In=-1.12483e+308   Out=-0              [Output FTZ Applied]
FFEFA30B66541EF68000000000000000  // In=-1.77729e+308   Out=-0              [Output FTZ Applied]
7FE8FB57E6452A8F0000000000000000  // In=1.40343e+308    Out=0               [Output FTZ Applied]
FFE73C2235E6A5368000000000000000  // In=-1.30529e+308   Out=-0              [Output FTZ Applied]
